CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
7289,23,346,321,0,
7317,24,430,405,0,
7345,26,504,479,0,
7373,27,142,117,0,
7401,1,656,631,0,
7429,2,716,691,0,
7457,3,408,383,0,
7485,4,129,104,0,
7513,5,654,629,0,
7541,6,485,460,0,
7569,7,497,472,0,
7597,9,570,545,0,
7625,10,298,273,0,
7653,12,599,574,0,
7681,13,107,82,0,
7709,14,249,224,0,
7737,16,592,567,0,
7765,17,622,597,0,
7793,20,148,123,0,
7821,21,61,36,0,
7849,22,524,499,0,
7877,23,321,296,0,
7905,24,405,380,0,
7933,26,479,454,0,
7961,27,117,92,0,
7989,1,631,606,0,
8017,2,691,666,0,
8045,3,383,358,0,
8073,4,104,79,0,
8101,5,629,604,0,
8129,6,460,435,0,
8157,7,472,447,0,
8185,9,545,520,0,
8213,10,273,248,0,
8241,12,574,549,0,
8269,13,82,57,0,
8297,14,224,199,0,
8325,16,567,542,0,
8353,17,597,572,0,
8381,20,123,98,0,
8409,21,36,11,0,
8437,22,499,474,0,
8465,23,296,271,0,
8493,24,380,355,0,
8521,26,454,429,0,
8549,27,92,67,0,
8577,1,606,581,0,
8605,2,666,641,0,
8633,3,358,333,0,
8661,4,79,54,0,
8689,5,604,579,0,
8717,6,435,410,0,
8745,7,447,422,0,
8773,9,520,495,0,
8801,10,248,223,0,
8829,12,549,524,0,
8857,13,57,32,0,
8885,14,199,174,0,
8913,16,542,517,0,
8941,17,572,547,0,
8969,20,98,73,0,
8997,21,11,0,9008,
9011,22,474,449,0,
9039,23,271,246,0,
9067,24,355,330,0,
9095,26,429,404,0,
9123,27,67,42,0,
9151,1,581,556,0,
9179,2,641,616,0,
9207,3,333,308,0,
9235,4,54,29,0,
9263,5,579,554,0,
9291,6,410,385,0,
9319,7,422,397,0,
9347,9,495,470,0,
9375,10,223,198,0,
9403,12,524,499,0,
9431,13,32,7,0,
9459,14,174,149,0,
9487,16,517,492,0,
9515,17,547,522,0,
9543,20,73,48,0,
9571,22,449,424,0,
9599,23,246,221,0,
9627,24,330,305,0,
9655,26,404,379,0,
9683,27,42,17,0,
9711,1,556,531,0,
9739,2,616,591,0,
9767,3,308,283,0,
9795,4,29,4,0,
9823,5,554,529,0,
9851,6,385,360,0,
9879,7,397,372,0,
9907,9,470,445,0,
9935,10,198,173,0,
9963,12,499,474,0,
9991,13,7,0,9998,
10001,14,149,124,0,
10029,16,492,467,0,
10057,17,522,497,0,
10085,20,48,23,0,
10113,22,424,399,0,
10141,23,221,196,0,
10169,24,305,280,0,
10197,26,379,354,0,
10225,27,17,0,10242,
10245,1,531,506,0,
10273,2,591,566,0,
10301,3,283,258,0,
10329,4,4,0,10333,
10336,5,529,504,0,
10364,6,360,335,0,
10392,7,372,347,0,
10420,9,445,420,0,
10448,10,173,148,0,
10476,12,474,449,0,
10504,14,124,99,0,
10532,16,467,442,0,
10560,17,497,472,0,
10588,20,23,0,10611,
10614,22,399,374,0,
10642,23,196,171,0,
10670,24,280,255,0,
10698,26,354,329,0,
10726,1,506,481,0,
10754,2,566,541,0,
10782,3,258,233,0,
10810,5,504,479,0,
10838,6,335,310,0,
10866,7,347,322,0,
10894,9,420,395,0,
10922,10,148,123,0,
10950,12,449,424,0,
10978,14,99,74,0,
11006,16,442,417,0,
11034,17,472,447,0,
11062,22,374,349,0,
11090,23,171,146,0,
11118,24,255,230,0,
11146,26,329,304,0,
11174,1,481,456,0,
11202,2,541,516,0,
11230,3,233,208,0,
11258,5,479,454,0,
11286,6,310,285,0,
11314,7,322,297,0,
11342,9,395,370,0,
11370,10,123,98,0,
11398,12,424,399,0,
11426,14,74,49,0,
11454,16,417,392,0,
11482,17,447,422,0,
11510,22,349,324,0,
11538,23,146,121,0,
11566,24,230,205,0,
11594,26,304,279,0,
11622,1,456,431,0,
11650,2,516,491,0,
11678,3,208,183,0,
11706,5,454,429,0,
11734,6,285,260,0,
11762,7,297,272,0,
11790,9,370,345,0,
11818,10,98,73,0,
11846,12,399,374,0,
11874,14,49,24,0,
11902,16,392,367,0,
11930,17,422,397,0,
11958,22,324,299,0,
11986,23,121,96,0,
12014,24,205,180,0,
12042,26,279,254,0,
12070,1,431,406,0,
12098,2,491,466,0,
12126,3,183,158,0,
12154,5,429,404,0,
12182,6,260,235,0,
12210,7,272,247,0,
12238,9,345,320,0,
12266,10,73,48,0,
12294,12,374,349,0,
12322,14,24,0,12346,
12349,16,367,342,0,
12377,17,397,372,0,
12405,22,299,274,0,
12433,23,96,71,0,
12461,24,180,155,0,
12489,26,254,229,0,
12517,1,406,381,0,
12545,2,466,441,0,
12573,3,158,133,0,
12601,5,404,379,0,
12629,6,235,210,0,
12657,7,247,222,0,
12685,9,320,295,0,
12713,10,48,23,0,
12741,12,349,324,0,
12769,16,342,317,0,
12797,17,372,347,0,
12825,22,274,249,0,
12853,23,71,46,0,
12881,24,155,130,0,
12909,26,229,204,0,
12937,1,381,356,0,
12965,2,441,416,0,
12993,3,133,108,0,
13021,5,379,354,0,
13049,6,210,185,0,
13077,7,222,197,0,
13105,9,295,270,0,
13133,10,23,0,13156,
13159,12,324,299,0,
13187,16,317,292,0,
13215,17,347,322,0,
13243,22,249,224,0,
13271,23,46,21,0,
13299,24,130,105,0,
13327,26,204,179,0,
13355,1,356,331,0,
13383,2,416,391,0,
13411,3,108,83,0,
13439,5,354,329,0,
13467,6,185,160,0,
13495,7,197,172,0,
13523,9,270,245,0,
13551,12,299,274,0,
13579,16,292,267,0,
13607,17,322,297,0,
13635,22,224,199,0,
13663,23,21,0,13684,
13687,24,105,80,0,
13715,26,179,154,0,
13743,1,331,306,0,
13771,2,391,366,0,
13799,3,83,58,0,
13827,5,329,304,0,
13855,6,160,135,0,
13883,7,172,147,0,
13911,9,245,220,0,
13939,12,274,249,0,
13967,16,267,242,0,
13995,17,297,272,0,
14023,22,199,174,0,
14051,24,80,55,0,
14079,26,154,129,0,
14107,1,306,281,0,
14135,2,366,341,0,
14163,3,58,33,0,
14191,5,304,279,0,
14219,6,135,110,0,
14247,7,147,122,0,
14275,9,220,195,0,
14303,12,249,224,0,
14331,16,242,217,0,
14359,17,272,247,0,
14387,22,174,149,0,
14415,24,55,30,0,
14443,26,129,104,0,
14471,1,281,256,0,
14499,2,341,316,0,
14527,3,33,8,0,
14555,5,279,254,0,
14583,6,110,85,0,
14611,7,122,97,0,
14639,9,195,170,0,
14667,12,224,199,0,
14695,16,217,192,0,
14723,17,247,222,0,
14751,22,149,124,0,
14779,24,30,5,0,
14807,26,104,79,0,
14835,1,256,231,0,
14863,2,316,291,0,
14891,3,8,0,14899,
14902,5,254,229,0,
14930,6,85,60,0,
14958,7,97,72,0,
14986,9,170,145,0,
15014,12,199,174,0,
15042,16,192,167,0,
15070,17,222,197,0,
15098,22,124,99,0,
15126,24,5,0,15131,
15134,26,79,54,0,
15162,1,231,206,0,
15190,2,291,266,0,
15218,5,229,204,0,
15246,6,60,35,0,
15274,7,72,47,0,
15302,9,145,120,0,
15330,12,174,149,0,
15358,16,167,142,0,
15386,17,197,172,0,
15414,22,99,74,0,
15442,26,54,29,0,
15470,1,206,181,0,
15498,2,266,241,0,
15526,5,204,179,0,
15554,6,35,10,0,
15582,7,47,22,0,
15610,9,120,95,0,
15638,12,149,124,0,
15666,16,142,117,0,
15694,17,172,147,0,
15722,22,74,49,0,
15750,26,29,4,0,
15778,1,181,156,0,
15806,2,241,216,0,
15834,5,179,154,0,
15862,6,10,0,15872,
15875,7,22,0,15897,
15900,9,95,70,0,
15928,12,124,99,0,
15956,16,117,92,0,
15984,17,147,122,0,
16012,22,49,24,0,
16040,26,4,0,16044,
16047,1,156,131,0,
16075,2,216,191,0,
16103,5,154,129,0,
16131,9,70,45,0,
16159,12,99,74,0,
16187,16,92,67,0,
16215,17,122,97,0,
16243,22,24,0,16267,
16270,1,131,106,0,
16298,2,191,166,0,
16326,5,129,104,0,
16354,9,45,20,0,
16382,12,74,49,0,
16410,16,67,42,0,
16438,17,97,72,0,
16466,1,106,81,0,
16494,2,166,141,0,
16522,5,104,79,0,
16550,9,20,0,16570,
16573,12,49,24,0,
16601,16,42,17,0,
16629,17,72,47,0,
16657,1,81,56,0,
16685,2,141,116,0,
16713,5,79,54,0,
16741,12,24,0,16765,
16768,16,17,0,16785,
16788,17,47,22,0,
16816,1,56,31,0,
16844,2,116,91,0,
16872,5,54,29,0,
16900,17,22,0,16922,
16925,1,31,6,0,
16953,2,91,66,0,
16981,5,29,4,0,
17009,1,6,0,17015,
17018,2,66,41,0,
17046,5,4,0,17050,
17053,2,41,16,0,
17081,2,16,0,17097,
