CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
15094,6,10,0,15104,
15107,7,22,0,15129,
15132,9,95,45,0,
15185,12,124,74,0,
15238,16,117,67,0,
15291,17,147,97,0,
15344,22,49,0,15393,
15396,26,4,0,15400,
15403,1,131,81,0,
15456,2,191,141,0,
15509,5,129,79,0,
15562,9,45,0,15607,
15610,12,74,24,0,
15663,16,67,17,0,
15716,17,97,47,0,
15769,1,81,31,0,
15822,2,141,91,0,
15875,5,79,29,0,
15928,12,24,0,15952,
15955,16,17,0,15972,
15975,17,47,0,16022,
16025,1,31,0,16056,
16059,2,91,41,0,
16112,5,29,0,16141,
16144,2,41,0,16185,
